distcode,districtname,g3_8_ela,g3_8_math,g3_8_all_subjects,year,period
2452,Greenwood 52,66.43333333333334,59.36666666666667,62.900000000000006,2025,post_ban
2503,Hampton,52.71666666666667,34.5,43.608333333333334,2025,post_ban
2601,Horry 01,60.083333333333336,49.766666666666666,54.925,2025,post_ban
2701,Jasper 01,28.133333333333333,18.166666666666668,23.15,2025,post_ban
2801,Kershaw 01,49.166666666666664,37.3,43.233333333333334,2025,post_ban
2901,Lancaster 01,55.71666666666667,50.9,53.30833333333334,2025,post_ban
3055,Laurens 55,36.71666666666667,26.016666666666666,31.366666666666667,2025,post_ban
3056,Laurens 56,47.3,40.28333333333333,43.791666666666664,2025,post_ban
3101,Lee 01,31.933333333333334,20.439999999999998,26.186666666666667,2025,post_ban
3201,Lexington 01,58.85,48.06666666666666,53.45833333333333,2025,post_ban
3202,Lexington 02,37.78333333333333,28.6,33.19166666666666,2025,post_ban
3203,Lexington 03,38.5,32.71666666666667,35.608333333333334,2025,post_ban
3204,Lexington 04,35.2,25.466666666666665,30.333333333333336,2025,post_ban
3205,Lexington 05,60.016666666666666,47.95,53.983333333333334,2025,post_ban
3301,McCormick 01,37.81666666666667,20.25,29.033333333333335,2025,post_ban
3410,Marion 10,28.333333333333332,13.983333333333334,21.15833333333333,2025,post_ban
3501,Marlboro 01,31.75,20.083333333333336,25.916666666666668,2025,post_ban
3601,Newberry 01,47.11666666666667,36.583333333333336,41.85,2025,post_ban
3701,Oconee 01,50.9,44.1,47.5,2025,post_ban
3809,Orangeburg,33.78333333333333,22.1,27.941666666666666,2025,post_ban
3901,Pickens 01,58.083333333333336,47.35,52.71666666666667,2025,post_ban
4001,Richland 01,43.56666666666666,30.666666666666668,37.11666666666667,2025,post_ban
4002,Richland 02,49.83333333333333,39.63333333333333,44.733333333333334,2025,post_ban
4101,Saluda 01,40.083333333333336,27.71666666666667,33.900000000000006,2025,post_ban
4201,Spartanburg 01,54.8,50.28333333333333,52.541666666666664,2025,post_ban
4202,Spartanburg 02,59.516666666666666,51.233333333333334,55.375,2025,post_ban
4203,Spartanburg 03,55.05,51.55,53.3,2025,post_ban
4204,Spartanburg 04,52.65,49.38333333333333,51.016666666666666,2025,post_ban
4205,Spartanburg 05,56.1,49.166666666666664,52.63333333333333,2025,post_ban
4206,Spartanburg 06,46.050000000000004,35.81666666666666,40.93333333333334,2025,post_ban
4207,Spartanburg 07,50.93333333333334,40.333333333333336,45.63333333333334,2025,post_ban
4301,Sumter 01,37.5,25.15,31.325,2025,post_ban
4401,Union 01,37.483333333333334,27.2,32.34166666666667,2025,post_ban
4501,Williamsburg 01,41.45,24.566666666666666,33.00833333333333,2025,post_ban
4601,York 01,45.916666666666664,36.516666666666666,41.21666666666667,2025,post_ban
4602,York 02,66.66666666666667,61.68333333333334,64.17500000000001,2025,post_ban
4603,York 03,52.4,37.916666666666664,45.15833333333333,2025,post_ban
4604,York 04,76.85,68,72.425,2025,post_ban
4701,SC Public Charter School District,54.833333333333336,37.28333333333333,46.05833333333334,2025,post_ban
4801,Charter Institute at Erskine,51.88333333333333,29.733333333333334,40.80833333333334,2025,post_ban
4901,Limestone Charter Association,55.166666666666664,38.28333333333333,46.724999999999994,2025,post_ban
5207,Deaf & Blind School,NA,NA,NA,2025,post_ban
5208,Dept Of Juvenile Jun12,26.7,NA,NA,2025,post_ban
